Factorisations Of Cunningham Numbers C-(3,n) = 3^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
            8990650021813.1045963705876214920796627188811335128227156263690344876782164668343294332064615217521.2443850\
            83376531020222178205836831498909423211669762256467004644172708449118802838546882147559245097865617874499687\
            50569340375244357601
 688    26  2^6.5.17.41.173.193.431.128657.144481.470593.2291041.226519873.2641485701.55473422113.903239908009.21376165\
            893692833.380808546861411923.82064241848634269407.310487139192810277190422659965783670503820001.29241916907\
            334820616557688889440878559426168577846725809.1553655622878631109449438944557666202240107456561771155345595\
            254376934158033050009621595769422716913
 689    7+  2.107.24169.299027.797161.3747607031112307667.1179944430364629645807429976140439951048054706263766145809734\
            53311573371996441650576819861331668442964373188492135852891879764451603286872843079503203026094624719263165\
            99822783530268423840532140661901227494468174582205979202497906645532794601384863134774435133991962684947304\
            929445451602299323
 690    39  2^3.7.11^2.13.31.47.61.139.271.277.691.1381.4561.5107.6211.9109.9661.31741.48991.128341.132619.1476463.1975\
            931.2368771.6784081.76675561.551312071.1001523179.23535794707.6273542442241.2461243576713869557.52370346649\
            565455417091.5928538263629737043659561.4232020527831352569905247101633701.106971530926279485018091736144822\
            2651.6141386692091569467123298841637896953726147859700335918221
 691    6+  2.927323.1955531.5411865319014896596957.3971992653480423383454086803739.62936974604059793566763676305044870\
            55727250330512392270937763934899158226012404616090692558909955600402737156314249403968522451347706023024318\
            78923980009243383849158425619482585486937692185170405419826821959927271782467232190854925849165811028408574\
            6756287399519627
 692    19  2^4.5.347.762239.993367.14427163.2125048865543.3841314164761.125330011023211.3435486499404173.1560264175638\
            31897.267002863306984445333758842608816261.31072285114904997233712868061148862483.7655977611477588830674933\
            8768040651509417955829.449748253576435512619687751352087575400468440523235349.30985428700388045508959018054\
            392810762033149280306907746766819
 693    22  2.13.23.757.1093.3697.3851.368089.3186217.51457561.2413941289.7151459701.8480390689.73155606217.76831835389.
            103600005401243737.144542918285300809.12812432238302009985937.18640970977551223539934315621.159726751678525\
            658083898531371647932938681.9592974016403852681107579746773665955769529.23035530679126475270837229592567905\
            34926418329636639482985280187359007831437
 694    13  2^3.6247.291481.1150057146229.185498348145073.328003153456707623.20912010800475074747.338444484846428460540\
            95202148071217.126070773863607865045846093872785863698583762482520036673628517.1005349580545941002278829932\
            925047441448714307550239169249631491.1448861223560662070685344353962688767092129487586267933853166078823254\
            53939603885217949859914080211
 695    10  2.11^2.1669.5430731.94191961.35725129090801.115215201111546538317696820901417129607616709798043944747.14150\
            85487923782842786280300887039057567659793736322663601.33026452825822140230070998557466895512023695956242189\
            80930413029073636894111350909881184121238278985942531568332380693650216666404587876624193458202948530250442\
            6070744190978871156556761
 696    37  2^5.5.7.13.41.59.73.233.349.523.4177.6091.6481.12413.28537.74821.142159.182353.261697.1383301.5385997.19437\
            193.20381027.32234893.37464463.1388985225193.4817492939569.44930774821201.150224123975857.37945127666529000\
            523013.11256710946186882997409087921239729.277991360381003661564752468378981135693842991081.192402701739507\
            6722203479710142185344112523078094885901566526061026072931313
 697    13  2.83.1871.34511.2526913.59178594023.86950696619.2959203620981339831579891.9738355430515256541615925389673.9\
            6304834198087802152015096471381.72974630467126217381507259737866919.179341075646346929872818144036158918210\
            212564023529819586742149111386081.7066215666675339976211958591844203317514215988517942936146308796203986676\
            7714423598881792485135321351
 698     9  2^3.5572311991.7407454871941.42600901019349064015118607066649767424888149475437965293.940428508899845109982\
            89152320438541798532018021653956283741193211654025280185459.17416549374087525646474638899948053399094433426\
            6849687054611524922878840708206608860499.465730502508034400797424750332560156658093033574153015016780850207\
            1678111619481718433187
 699    12  2.13.467.2797.47533.9189420277.27599172691870182517.6354979252162209284471.38247482016765032274959.23566355\
            4277284144371286817356030779989411991.2792368585835176722591243185969983351503354217.4916010451276970654305\
            47882738889076071809864360783304416716181680010666022438966248162905829764986276100299409564496251448867231\
            42325697881518351782761689709
 700    39  2^4.5^3.11^2.29.61.71.101.151.547.701.1093.1181.8951.16493.109201.391151.394201.22996651.28596961.32839661.
            76494601.94373861.2664097031.23185675801.61070817601.374857981681.3965240475701.1430128198787051.4260648635\
            770037050051.18265797539870818825168051.7826197078891342513822950701.11459299580388289258664119605215721251.
            1940614960532817381233910404288438449529189765604291955917384701
 701    6+  2.25237.33228803.733483315139.23637385035979072308469324277209913925678054439921.99638566177349873884583755\
            09480748519863523879526532784249022649412717526972120560066234445698554465281164602246201507222457998981098\
            06670329790915270367919035288004352185385582346075768574778687136533808677619830073621260507892275113952448\
            446933709945161910989
 702    40  2^3.7.13^2.19.37.79.109.157.313.433.757.937.1171.2887.6553.7333.8209.10141.19441.19927.37441.53353.244297.3\
            98581.797161.2161927.4162861.43264261.132631669.818598691.1846794457.6079786129.503457454452889.28219643073\
            71847613.483795832244967030685664372051094726781.4080128448665737350794578628032987457078083.92958272636102\
            017072662178879955046754908796650079339637033296035896613581376211537
 703   10+  2.1597.363889.388057.1923409.13097927.444045733.17189128703.62000138226054796871.48494699778264426404409135\
            72562297290726789747643353270443693800659701865705815514626102409343030572492594415233384111804856447584526\
            37164649909228319651163309629444985065977469331133626429723065386079386053455533864474462086670193367846893\
            39855127112978742422065573859
 704    36  2^8.5.17.23.41.67.89.193.353.661.3851.5501.16193.19009.570461.2382953.6922081.21523361.56625998353.62210098\
            369.205188547169.837098017537.15656839738849.926510094425921.1363620137403810529.1558890499984054802753.104\
            56618790399974768577.255066113304108571577343700262256544056086044033.2160185243537766132709857672770381959\
            927476877307542961161595569607030384875302792974207913281
 705    20  2.11^2.13.1223.4561.5171.21997.5112661.11321831.96656723.1287586151.161969595577.2031161085853.161525849343\
            61.165301473942399079669.30168205545535224185322498361.1816324897099196693903839041516429235091.17925163261\
            886613890595611153971449075737880597365455065081252926739721.1891587995045729933862076750263330913785346177\
            98746234988832109982520523533110417394026740161
 706    11  2^3.116491.509027.25005109.9173204143.4088777503007.19837490976257099878271241610596583.1251451428959580695\
            411321283842340592913949189554882420257618396482296394231885614537986240500290830336982977471.6374389881321\
            66262617141124175522937058461420664876184853243951510526572254771304187233297219026449409899910981267893129\
            258980950384337454306503948949
 707     6  2.1093.33034273.465092326319.50316775668019759306202964023.124985662958098336481643920603303494751334619612\
            10039621833736296810780157403786595001849291097207322621882613136491921426252426577710487550676463600598177\
            30509568712368724159551887117273046625015544616953767826125014080888715973881501466408188094197761773540353\
            6412740807061780450310001
 708    25  2^4.5.7.13.73.709.2833.3187.76819.647184217.14425532687.15743388547.38926393657.1669126011067.3630027023887\
            30267.489769993189671059.2224898159852613649.36073883905670934697729.1108439448677340328268341.973662250803\
            7946817946068730077829.19966781110160346782368664772328944885905284750420567849.825706794707381805507832288\
            1871253602416306280421179134741335525410057311209
 709     7  2.354698521.4520530117.26754546073.356905407983726281.274491592643873035641589597480400693593.2261575513700\
            13885148014103969539364043977835118936002497978429154570629038990401068006716972813527801437579786655796808\
            11546935377423165968195199147498255588818975531368354941886981479240551599562122782268200313754762276113386\
            633964879574530967396036757
 710    18  2^3.11^2.61.853.2131.82219.734346611.3099719989.4052490063499.2428341789170077318171.6682415759518625798857\
            1.3754733257489862401973357979128773.77101353275118572719330706907807691.2784419655946030718096440967980766\
            31175918735002419301975512406683077936336201.53557017328964157141661438275078615231969954193551813649203876\
            9107751005229575212807101626023300886161
 711    14  2.13.757.37520893.432853009.392038110671.119025204703201.2343447081818929.5428379240564473.1451711772644079\
            47.52802131282482966001751707837.94251934933904430405353683133566414129.32972179464933324129694623530645595\
            61775620666597919718037.37850091486326951003922703064569328335497382760904607775406527632535776265589775330\
            36407324007752079500205250538692407261
 712    18  2^5.5.41.179.264331.1125706177.1324391188753961.1611479891519807.5042939439565996049162197.1192464167514295\
            068582330293.2444322641415331355533344283.100881647271932364132028412218002506432441993.7098032807574972039\
            96320461865063802526226069876477910653.65391963807564808009435882361182540587319812631449450272083737282196\
            32732321036319492254135297878009630087377
 713    14  2.47.683.1427.18539.102673.4404047.5484397.1001523179.82776117708507944145134008991.52475482849515980267280\
            82817296120340053.3746121650449359706373304838111671353932176369894346189979.201899170515693330875562714316\
            614363610229288846992326512304705165161183.1111014649868712101972638772408493500390703674149771387744924749\
            6858386203414832745947698377071313709739
 714    34  2^3.7^2.13.43.103.239.307.547.613.1021.1093.1429.1871.2269.12853.19993.30091.34511.368089.2540413.7719769.7\
            5750403.129159847.99810171997.20001459491011594009.44626806191326911791.397881837642577477902049.1349597857\
            717186897160535419232211.4245522291843103816056097107672746737.1098440018152695917905622020432593239209.292\
            2277359408069914159801657121051067747361724425594344548078945278069929
 715   15+  2.11^3.23.131.1321.3851.797161.3701101.110133112994711.560088668384411.10905024958974646501.119801438085676\
            2535048758241151960180137876946928788681521.142847692362557113551387412994365837073056456172955445932403258\
            45433615110229112648876420144376486931583797131705424495940055533770485239346988085305280136634954318281968\
            43797663507613936206598211568722149303981
 716    21  2^4.5.359.56207.100957.2672113.3755779.19510643.662035081.47029186391731.291066066130451.9248363581047133.6\
            779963644378513811.161868664744491655705858963594331.24439735681383612374134065630281909453.388608426813271\
            0540164562649868800513379104792251.350157833185024103698007152921726867299970393693480081.42590527182141136\
            68671789510929203607524506805610811290940173061
 717    10  2.13.479.17209.2457614587537.4981944496429.75933466677818671998613.4330196405563553333394574553310612804421\
            3.1507825692437133671959981388935564985777556063472074560073441273431.9586730418471307316283007589700179690\
            13345235145647454887791251234553033466422078885602489189270021179282058785639972157270142227747219606925038\
            07762147748444122576197396641160761
 718    10  2^3.719.169998846011.470920899227107034926837.41996290825582863451929997.278252468335029499500820080150443.
            1437896611363489877849724341543860557234393332468973900031646987070297660131.483582362941755355297745105751\
            56768874056312486184316998563366307444736576717958289211886913857541496144713857823113279482652742170430814\
            2486522315823904802585429671683267
 719     6  2.1439.17257.221502813314677.1356659247133798853032285643723.7521007621640773545502524893923029044054534544\
            17481650167058203900023680896071967814779234310477331477518986080895573743779225801345745536257683241004458\
            98585893305835441049911599376280323621733251792247039247349663286588133270950659532402779597366024527363741\
            1144767884287926867923577907701
 720    56  2^6.5^2.7.11^2.13.17.19.31.37.41.61.73.97.181.193.241.271.577.757.769.1181.1621.4561.4801.6481.13921.14401.
            154081.176401.298801.387631.411841.530713.755551.927001.26050081.42521761.47763361.116809201.1418632417.128\
            653413121.282429005041.2081711451601.56227703611393.452808441334403281.51383579021948491809121.639286967142\
            93737465281.26166382506293070985608961.9979444961038929089178641288987215705921402373894124037921
 721     5  2.1093.72103921318784818532825738663789543.6957596529882152968992225251835887181478451547013.92120517848742\
            94475958774194981048014506880290161909352218449942732385715179598769563783966477388463893467755375111883166\
            95994020969248635600425407175172598389004508478166515518616752632614697222216037174518625904360385235317349\
            58639577527269346534408726223
 722    15  2^3.1597.2851.101917.103969.363889.930643561.1544679802763873663.212442076518129661950839.67587351059571562\
            9396212612371.504309322960550822349386758900289002291375600620610676536009.69797109794220593610352876163501\
            4959698831304436244414154743826104885908192839.297010714743273090311567378943701175787247187251531414037427\
            57354665957335486140942480158927812829539767
 723     9  2.13.8677.64739815339484841937.553788718707122198751861425724478919.15779202447007574212358914303778883757.
            844419612452198561310720080038799341972811718390811373415844777.8746781693759220836960579574321515651597080\
            180989131549946798109975686695403479.9645328178980477715942379060783098025299426856176581701395830784304694\
            77389018097865913654767338483495241
 724    13  2^4.5.51043.90863.890159.715722801240612811884999961.156388951595881980222697282417073883541988187024869328\
            7.1412740676235815729693013611798695493926336144083867368022228212267580445753.7630752019350835648075490305\
            631124661815894771562499785435033494912411848845273.6844265816169535509962652847989143322768225129570636247\
            49673222499602867982563067889225088697
 725   12+  2.11^2.59.1451.8951.28537.391151.20381027.388560625903893405394183616138892653779673583851.1833496887985366\
            18131199274872809217263632838323547361.27226106118081751739013415109134435497708950613099765244284113072476\
            28012898564945339089564402062579483872458974390356156272499146443637587056833314487477704504147494212497168\
            518521110227585447565652190370968209625001
 726    31  2^3.7.13.23.67.661.727.1453.2179.3851.11617.25411.49369.74779.176419.959773.12233101.2413941289.16546444597.
            3981923614021.312284816501197.45978377666660209.3283458797463551323.46007931271317089317.137778316892156638\
            7641.657890411545272648205502849240259841.256900099994436377787031292704214632407889.6522126111652406617631\
            81412651547562489293.31577918281911659253350468036837879363403758167
 727     4  2.15720604856068681.17084413231256940122269.137104865302531502368774330947067315488019177355161412017990396\
            05989795241265983673224559527499573313333562633461060055307813155511563502787055447607092414838343135750350\
            65788353487789667923853081451835152562187995215800425123400386487401767931898959176938979736992830508710119\
            39857810395017970879209727229537
 728    31  2^5.5.29.41.53.547.1093.8737.16493.398581.430697.595141.647753.797161.2093124281.4011586307.4795973261.2354\
            116499281.2452788561133.37644053098601.1037931263948489.26991989774201983441.3745603812007166116831643.8020\
            268052006672644765857.46099121487035938900247761.25174749962597054835997589858914033973306699512139897.5639\
            20755493974354012062097199694635409966586035902917973392670446241
 729    18  2.13.109.433.757.3889.8209.17497.58321.70957.1190701.6627097.1069604540569.12557612956332313.21835473162448\
            454819220238921.19149704835029612299033896988868835457.2204214391939790616929595594286203679671296020183709\
            5878188469841.315983327642177124314489409321842829415622812923882091536229016228298269701692959697767055950\
            351981839341501253190856016818043630650445532881404709
 730    18  2^3.11^2.61.439.11243.20149.1030031.15768033143.53916798151651.9460375336977361.1472874512323892527561.3848\
            8154120055537150068589763279.154738943915325955520331463109617606098450974126281.73452289445781795241812329\
            8395445172862873767527661820252671.634384333688980512288439163154835182152039270297286307259982072619605136\
            6041702253928117335509072302147894664633361494892171
 731    7+  2.431.1871.34511.380808546861411923.83409037264696307690489614635052488166993297850365365503.33742620498367\
            27001872210534745021635884256587999315035800081546418056025305679246304605093070697034717889792619961867065\
            88518550456268177577721113560664996737973560314097959995924027765016250134653588794405796563541694508236721\
            1525951505419185757586921186968390847
 732    29  2^4.5.7.13.73.367.733.180317.189223.603901.97806913.262199473.279666823.4315877857.6117064141.2421854958301.
            109870115206699.9120904794443833.39504363995133913.64961725048119249391.105293313660391861035901.8663043244\
            2539925437931403.865923475887669700104067517.7165195867462155138286987098273769.151423838994971895970075186\
            6370326369.60112109825559039972034054368528524790235513553850409
 733    6+  2.7331.16127.104087.124228877555650115560077697921014551.17559569151042130667475935530619408561133561310539\
            51460048581474388491523025915394251716590582714591253974567122941145989130694837299953223738516511175484340\
            31151196389165301121489033395077572928553956001166123063660876431424524421034194422813825586500938147534045\
            93642556625353981717032746381788579469
 734    16  2^3.2203.127717.1684531.11665463.237844627.667804211.1663595587.137673218986445617.189120585817572803.41234\
            466042798529583.1511495257840070716998865694022937935039928231350493.50195399738924452840424790627909065410\
            5468962124251929.169183175698455191979118773910598278619558644794607292982899819817697498055478915805954944\
            29360885791150298134181699472755878853573108559393463
 735    26  2.11^2.13.71.421.491.1093.4019.4561.6301.8233.32341.47041.51157.131713.368089.1616161.87459121.2664097031.2\
            6751945361.58770727715103776715586741.254395969103901649521223867932173929.53682795572374112541078896720633\
            5237321.4430152977536859072181134657493233649089245714747389001639572141363110009421.7449702173410416084216\
            446349285568452401056773884562504485497217042038452705983594668261
 736    29  2^7.5.17.41.47.193.1289.5153.112241.2057857.2190337.12553493.21523361.359750177.1001523179.4475616001.23535\
            794707.70601370627701.4057091512834561.79781171123090497.743170846305411756447828504941347481129.5205275952\
            266186599636069674258967961777.1175995577751826989141517694921981581961878440896541741807773478541822193316\
            29763169633785734219073652688267916727502036252348822868554359681
 737    15  2.23.3851.19163.204887.221101.247633.1275011.9880223.13071433.441019876741.475384700124973.7762468739681282\
            321710292584571107363763.10133404298009476405834536689923299291429889.4205268898809315824196601660575165954\
            36673595693071122951946399694989124054154425339956953623652608147300939009031016635621585653678457436527660\
            92542501250939075793848931475096253786727197979024611
 738    32  2^3.7.13.19.37.83.739.757.2953.3691.5167.33703.51169.379333.2337001.2526913.21328201.40049539.108348733.869\
            50696619.130099576237.15606752580607.270547105429567.1767210188478589.31377642884995717.144869058547782823.
            1185256429685687017.17036327588810445099821851453.1999827817517387044561568810795329.1759724071436548765346\
            159620165587470531843369997804917539857566975302149297172380961733001454672309
 739    6+  2.9735769273.813734950283.34025089913861723.335842527291577270615983746819.21616681744988185132152349209150\
            79463313502951717228414248911428356176649411518786445770888384959062618579267673442723400267418339781945351\
            31517757936607842459334063864853475374529847682269183313731926181895054461540149247591806302600178522600973\
            739469904123890914474122417097379049551
 740    34  2^4.5^2.11^2.61.149.1181.2221.17761.18427.35521.107671.146891.953861.13097927.56737873.228082801.1032225186\
            1.17189128703.49804972211.4381676976961.87841814842081.4183611889192231.1654235911196704741.552235137199439\
            93551.2750739124891405236961.282595984982093378351221.142659759801404920771391593.2794817015207363367454778\
            875451523546938365257447941.8496270956814181680083879182778282235712709967354221
 741    18  2.13^2.229.313.1597.6553.7333.14327.248749.363889.797161.1824179209.50427403417.50473626669819633853.853368\
            89516918333646696709.123634978316170336137330788562343247835605751304272686452015331.3741261784919408991495\
            47564677373990520229030811365121581736176251459256268406783400845782799529307487050486819770039667191823904\
            5339429560255710765870348189399049590547089684001385991157
 742    17  2^3.107.547.743.1093.24169.78719947.1635876271.61557605176233223.3747607031112307667.1848579760700244247150\
            0555321.17177672994159234619140207492038707631055212708408339.144769058919458510320060357579418786398249085\
            9076589087.205658896106708984822477268427397533205973486317224569582127682053.40939776783310503532866887141\
            791707837036895199823681299049493315106963082483041490433
 743     5  2.1487.25622686553319767.184299732531199558664226573204873006690059.225736571028460410819061394430660028864\
            66988844419136333988916418783377366571426220307660335954743336807510606188406725849531621386060367452303588\
            40169428534591901593907399683872727210175917604561097794456242803522026490679723816357033301229843401799324\
            70641583396215719388028203405634467533383
 744    33  2^5.5.7.13.41.73.373.683.1117.1489.6481.6883.8929.102673.541447.3058399.4404047.1403808961.2860659169.58531\
            05289.9500438809.22434744889.1137273143641.88239050462461.81516726600079249.26273701844015319144827917.2995\
            44676041927564723805161992460049.21775844224805408923066692226998392022049.24588476929422568439230125661518\
            3816536743435039744606599415963619775665955087231361229132838183021398969521
 745    8+  2.11^2.7451.1509371.177941761.46509804063632583432467217805311362636553293639540930405531.12667369565325435\
            40334459483177439030926838706357714416232281800194055048531563566802742617147315058181734242815927295322006\
            90668502636899652015279935431181572275142630436710548694933713112651388721953292174498936735710249233908765\
            1906235801331370187341738663139418693156515091
 746     8  2^3.23051401.47264323.2985102182914331046162839597551944594782446234875693326246633144966957389.15496685266\
            82755711019989091542469920876544757085469747694599599948053246039168492372848965242073653953149.21229377112\
            73766032108263347117434107810401414136724356424472294847026544137611427666592031204204559971040175923795291\
            717454511313336707884922957314867653930393847
 747    10  2.13.167.757.12119.1036745531.35882730354181.950996059627210897943351.3414282480589530691004938873309988539\
            2736741124752323542369498869.533689883984587360081979554961739602495572949156049068550506910796720977419402\
            54637015277062937602793641831355547341635586242735751361974038297321342132025368858139285619632704030981313\
            99464011726417120318983636790060372120395292964889
 748    26  2^4.5.23.67.103.307.661.1021.1871.3851.5501.6359.34511.570461.956353.1743831169.1272753542934479.3411926755\
            457243.18177792435744585993179560027.527447346649058852221083363397206345775307.160249209813506854889699762\
            6193620844099621992083.1981162681177933644893386577644461205373299499756711793291673.2676941386942992161824\
            99431261122719180209222041678558331148560619758902279350894967657060137
 749    10  2.1093.1499.50077.229837.27190199.415172831125016176415630197.48965028505045123993421250406516036571557.263\
            07391311402430728807244996438212113732710366151.42140980748172210079896088027694917549606201931638414618315\
            52550093226836508969766642187884589946026626950691196437329114827395202062106687603198439307592013509185129\
            426348676167396857910665180608319672627861388904047
 750    40  2^3.7.11^2.13.31.61.151.251.271.601.751.2251.2551.4561.8951.9601.26251.100501.119101.391151.1530601.1931550\
            1.22996651.358291751.396984751.1328097751.14781691751.21064949251.104194346251.391632555001.2098303812601.9\
            89947158849251.645063298350892992751.24529814236452601631905501.2278135721427929786778229917312351656251.87\
            88416011598893375808561717543001280896024501.30223192498512325206613383396600474864850656739501
 751    5+  2.3343453.166253377.178550628538635458028047.10478647168804874206610597824751523937329647198840355931335983\
            72762568734654563334675942883443537359533937313940678497821002955031020205553762489623277092919450066175017\
            57673976786632647676783244523463725870075553672972219365953051815534865860361711963672171300559806256221744\
            405449820118051994030282129881480306546784439
 752    24  2^6.5.17.41.193.1223.4513.16921.21997.256057.2563193.5112661.96656723.563838649753.1534179947851.1253842831\
            32205265785477849439329.34661148934297509464318109174577647787217.52690872862053466712984912120672579125298\
            0403065501629068461558054330796217049.109827878375488657047530667938269635020310793213769247594200601462633\
            7903814485915131749052098274733313704262814486245068718777409941393
 753     9  2.13.503.17775396313.30059927248728405764106073.5894996162509148852365257446042626007.520007425071396254516\
            306885057657287480573719509149.9646137032614048013727574259459010287533103147180725639356628629697503022667\
            7613.905961525849372717696752421536890516764229167990387076145684856360369227688704287265221322325812490873\
            15900470828560982556727917275662840533032198059789
 754    18  2^3.59.523.6091.20359.28537.398581.797161.5385997.20381027.4338169506098819.1726610752347421021849.23562529\
            7525506185097064054044982424373.1523317771596322836437091066878636191426694214726481.3748963248025201561286\
            289565299074053911695550364826398724044375723.1828730215913176949243499615512592324808551529301310730563186\
            863334130391136043742397249147471356214362855341515939345482051
 755    12  2.11^2.1511.128351.996601.6263783.64745079361.269285504605310607656292706151.125233030892411130707398670330\
            756708512594441.905673230703550690601003473107008473103084254587061.290803773186598214820737140582339713673\
            23310602592257905080764103576537223152367827647688567038458142463162572401234318365535280565057022480286139\
            53384093648329348594021406826208445598693151452558188601
 756    48  2^4.5.7^2.13.19.29.37.43.73.109.127.379.433.547.757.883.1093.2269.2521.2857.8209.16493.19441.19927.84673.36\
            8089.530713.1180369.30354157.46652761.109688713.550554229.17135190577.60439117411.475110761833.402265704082\
            50073.144542918285300809.150094634909578633.49888641454623789553.1920592003756889342201617.5743771131785194\
            1680421581.1328179794674162813276442193.67775349707440873247475442867753.5607028258068700395438813959068873
 757     6  2.2178647.2295116507.4727951545470190522572692113.50970551620807604645290420443828540446885807.629181394215\
            28929673635173564118531834384139333909352048020797691441088838726492316826101182343277022131947596609605346\
            29595452905317256679236446467761359787362777407015467592009036463012204434797716142579883198540330387729421\
            597908932817157087248412031577968282454413285379
 758    12  2^3.54577.404773.16367342401.210917324869.1518049814692403.13642677662261846929.201133966998725373291734507\
            6957200061377270925662226533.523650890244201404773358966279921567078136075506990001300100562476978094497273\
            0296817721502353952743.341819288829654196527932398959947272886156443410698710615683100523944727871597230273\
            296545297974052448941426021998422568747922058290120556963
 759    16  2.13.23^2.47.277.3851.6073.10756549.1001523179.2413941289.6077994827105389.2461243576713869557.386369051686\
            80714294388463.694795605450302885931482069023906496640308871072578393444435496767723247212161.3120426092364\
            22153365423310119897707472010572324011027021882666021475778334109462799914409896367994388324943785978147683\
            0818869643027719533424214801557742925363438526077421434962101337
 760    32  2^5.5^2.11^2.41.61.191.761.1181.1597.2851.31769.39901.101917.363889.3302353.5301533.42521761.25480398173.29\
            574984661.70578185345621.4975481820118441.25349956307509384561.278733912072436804273.7895808769460932143966\
            0131899631.1605850768243931752986453521337428048981.2607655361156293234256551185156502240630900316900004551\
            79214158734137390010187808349835855197457822203360361407695549941581905862533826881
 761     5  2.1523.785353.38103366758871952617829679.134746249077273780562204773396775383507907617927728297873679611491\
            47513153895146662757607949907868919152242686686505259855898521917433538097721983346448954332204049065358680\
            16820023273922470370486759838489739312986685028383248970402138980045628467601979592942962712671508938714701\
            7619193326177823796917757869472211088912263841501
 762    26  2^3.7.13.2287.5843.22861.63247.597409.681229.9044179.21520151.25312879.52147471.76082653.239803687.41757061\
            638619.399164334498031.115234069559915311.2896724388952980361.982266290002583483831641.93148560049862239626\
            01399.301515315752300874236564235591357673.13030796206528578864006320088875125740738871.6865566998310099648\
            27250042867748094406096323373530163920816265103091925457524336286558608540561
 763    9+  2.1091.1093.521402591.3499901929.239789806103.10624346875389299603.186315167566010423435402943151338110617.
            53509662686158540807388062735094605226875762960738391573621592483399551000646051790241998033481700213124289\
            72565997575977382418844650004427745502451898360130754789584309705534429863041036932299795462523424093995296\
            466172996100387511666401107672420003669029691657962168953
 764    16  2^4.5.383.311713.176349919.854888497.9593931911.22692469873273.340431565780249206007311231574853128109497.1\
            215837089036398799734959351436260972978698429506828557177893449.1938796940395666282570835851760492711926251\
            047866299129287340289.5890868591760365434332005074929710400548909181468214858888800348369500317.22377672940\
            509270880756801912134547524825420533660917137902318707609042309
 765    25  2.11^2.13.181.757.1621.1871.4561.12853.34511.645661.927001.10746721.6213394261.35106034213.99810171997.2663\
            568851051.1117636388614441.154100434621689901.862970652262943171.25628738622818419801.280906260418130120734\
            62457.16960184261245211770124551477792778196298722974881637673135361.55567131215418845265457464836160780442\
            239689633376807523455459133419468553179015367883544405514905920206850285572665481
 766    15  2^3.16087.23747.66643.2835733.263172186419.428039526143.999607767985979.266507551836102754532873191.1085363\
            716480624115399141696533.35548344207891563043389605694229601.3319003327814275562113199879693110647255332281\
            9160094041876778320897529519518964207437310103830957384577.134468967094897941471085853209989715004445640085\
            13322126036747849253697844560943183364713600315791325521897736297
 767     7  2.797161.14425532687.489769993189671059.2818195499922245091642848978466851.20667030884396409932167934084406\
            5707921597.136474996760180303442725946000996025102646437157920016206472595226228843742998339242805324424745\
            09913700350954541834573899151285075538340894670388180259748688241847885881128563675621123056237111268316611\
            5998295245242832024335803091578795066462381776508187063
 768    43  2^10.5.7.13.17.41.73.97.193.257.577.769.6481.7297.68737.76801.275201.280321.15687169.21523361.96562177.9694\
            8097.339601921.24127552321.3167109739009.70613232600577.138424618868737.926510094425921.3913786281514524929.
            153849834853910661121.2492798330262060062236523521.1467449053598297037054624388609.171684191014625624232892\
            4544641.981004788669949991871068995425500177889328762432695454583255564939865638629734168577
 769    6+  2.18457.193789.25480224409.54881494789070208618554690004702274737120782891528221.80555550466211954210079461\
            05512511125486485410456222225292770573670800353431508751596786919773848207079575790457064603077402766005608\
            81529141545872377650178912531507573436602177615446741829256501424766828327876074440225853832592767117920281\
            301976384645717858529794104153236953324713571842413353
 770    31  2^3.11^3.23.61.67.71.547.661.1093.1321.3851.225611.267961.659671.868561.51457561.2664097031.7151459701.8671\
            391191.76831835389.374857981681.24472341743191.560088668384411.56495392933101222275861053369.10758904556355\
            084920587039558086313081.2287029449459702288049174318280654546573772473422542675082244708331.10470961585101\
            02847745900755646159989914326955970131123553575120313340060635131492239964378860695871
 771    10  2.13.120277.3238955581.116965444865451934897.1329772662933524112502310453951741137.261129986525829146502607\
            4807769303661.6349458818586896189136555241554887684748673593241.1303684432177220040931228503924522275783855\
            152532699243445654450720942101263148269.2129734898248771523725548162240930737608819205876591713000392064065\
            760421137633178821829928130878213870495415916503717237974794113
 772    20  2^4.5.773.6563.10037.29723.167911.679747.7967041.32685391867.2346066378779.3838822753555017509.218246094772\
            601642186973037.607981469094652492202396647678317419649770543.588304754112883678447421552018625967371661805\
            9856004866883157.1021562573902349393666967130764482193088889012711317938252390919.8418224150998871978561701\
            948137720025207884417249526065355232235821116018721251289592393407967601
 773    5+  2.9277.1016796969359.51753676317054169356502097758181015861805520123259.66852383776497302580442033860952603\
            72051247957884082355700412422040184786993416077468571982530939717166793717493372335270325028213964031509600\
            89331242725018944007736589759044692201143446912314380515056974742146149057620050294729907175549778415667030\
            963312845770256165194536344983372328129033885625265753
